submit_time,duration,cpu,memory,job_id,task_id,instances_num,disk,response_time,type
0,347.4469854329668,0.7354276805463209,0.0928315788834756,13,1,9,0,0,2
0,183.0126858235186,0.2103644226689413,0.1939668095121788,13,2,7,0,0,2
0,127.12917090932017,0.8205764704201775,0.1484037135937002,14,1,29,0,0,2
0,118.78251682109814,0.7111116160702766,0.1485247490900617,14,2,5,0,0,2
0,77.71411226923549,0.8313610873326904,0.1544875810225111,14,3,39,0,0,2
0,593.062028223077,0.7027946564874681,0.0748173795626632,14,4,14,0,0,2
0,224.93494198373023,0.3105667931202985,0.1308759545015149,15,1,16,0,0,1
0,263.7268053578607,0.7560201466852146,0.1041656861527244,15,2,28,0,0,1
0,65.33214144882251,0.302150073589581,0.1871083567109339,15,3,9,0,0,1
0,36.05526244988104,0.8410912694014421,0.1702167613678878,15,4,13,0,0,1
0,245.1981249136553,0.2774327467258481,0.146808500025128,15,5,15,0,0,1
0,268.99866027056,0.2542179543735181,0.1740114561892377,16,1,7,0,0,1
0,90.5207020235964,0.9854353701318403,0.0037859362160062,16,2,17,0,0,1
0,92.1075158076708,0.9623957079861988,0.1049108964182239,16,3,37,0,0,1
0,100.86597880360478,0.8596915875307365,0.0586734776050885,16,4,28,0,0,1
0,35.779413679426185,0.7916020402016386,0.0355728713643975,16,5,37,0,0,1
0,411.87346931622494,0.7468671719620616,0.0636603850282123,17,1,44,0,0,2
0,122.78785707723476,0.8590235100518557,0.1201761022445269,17,2,45,0,0,2
0,291.034319492657,0.2182487181085831,0.1772576219662352,18,1,27,0,0,2
0,549.6258911436144,0.8821038029199955,0.0582368416615897,18,2,24,0,0,2
0,3.861670470502163,0.3975396024211294,0.0751910334768975,18,3,38,0,0,2
0,222.95373026335423,0.7695798732727375,0.1505508853256796,19,1,50,0,0,2
0,118.03857318091684,0.4882443525019852,0.1254219387961673,19,2,35,0,0,2
0,20.404969576482618,0.6388459800882735,0.1380855886727879,19,3,41,0,0,2
0,96.59323840185948,0.746402671600507,0.0241783341501631,20,1,17,0,0,1
0,124.58182612048007,0.2706639831075393,0.1782706652435366,20,2,41,0,0,1
0,189.15994390891692,0.7765532207073613,0.003702312178569,20,3,40,0,0,1
0,647.9932433912909,0.2664932621948626,0.1070050740555843,20,4,11,0,0,1
0,180.86112475566017,0.3406013605776857,0.1575953369685352,21,1,43,0,0,1
0,591.6250004893031,0.7407450240628111,0.0052948325742428,21,2,19,0,0,1
0,84.28941831630108,0.5007207324557967,0.0281678602107942,21,3,31,0,0,1
0,515.2309618795229,0.4549839327334028,0.0790564504365285,22,1,34,0,0,1
0,30.17412633409681,0.3637960577139947,0.1445047565407788,22,2,13,0,0,1
0,279.2511883997987,0.2938159167814398,0.0045398414461776,22,3,50,0,0,1
0,451.954444615454,1.729483975108018,0.0252912522060744,22,4,39,0,0,1
0,452.8009894570074,0.5208192655163786,0.1981657768220175,23,1,18,0,0,2
0,399.1342689358933,0.5122087781838458,0.0916629354456815,23,2,47,0,0,2
0,202.7437280540575,0.9291058042865143,0.0069294042595937,23,3,39,0,0,2
0,219.4942288966072,0.9349110948761044,0.1948677421499175,24,1,18,0,0,2
0,292.95623474390806,0.9427151272572812,0.104312603753863,24,2,29,0,0,2
0,237.92974658782373,0.9814131217223608,0.1223648517804577,24,3,39,0,0,2
0,71.1914891857665,0.6057223254931314,0.0773351986340462,24,4,6,0,0,2
0,677.2048655434758,0.4275601659767084,0.0252613197544192,25,1,28,0,0,2
0,723.4656931402399,0.6319675780662379,0.0165332181690499,25,2,29,0,0,2
0,174.79548968164093,0.4106117696418819,0.0730249726503071,25,3,29,0,0,2
0,224.9634543580303,0.6809438844953029,0.1539919569408191,25,4,6,0,0,2
0,193.0544185538625,0.4674367386269086,0.0926206624906088,26,1,44,0,0,2
0,43.865438253989694,0.6935738208101545,0.1807306258300525,26,2,28,0,0,2
0,96.62568888108252,0.6934900556244286,0.0130899943772462,26,3,41,0,0,2
0,44.669345625065176,0.90267243262036,0.1996405561057671,26,4,27,0,0,2
0,161.1720343854292,0.941635694641774,0.1972004728940316,27,1,21,0,0,2
0,719.3313771653236,0.7888829641431665,0.1994534783139491,27,2,11,0,0,2
0,322.6853463277852,0.7765992427378738,0.0932617515649414,28,1,27,0,0,1
0,45.15234794907187,0.9345945762540347,0.168241721286637,28,2,13,0,0,1
0,66.78577754884222,0.6305426725661709,0.1186988652544734,28,3,45,0,0,1
0,144.73720618291406,0.4399273790281936,0.046360505150283,28,4,14,0,0,1
0,720.0091919368344,0.4167503843451485,0.1008138706453341,29,1,25,0,0,1
0,207.9499421640009,0.7312505822890485,0.1970498187811452,29,2,31,0,0,1
0,224.3827513514183,0.6988311459273804,0.0268577502597122,30,1,11,0,0,1
0,160.11501207665378,1.8085278726761211,0.1813924396623087,30,2,44,0,0,1
0,38.660520989780835,0.4476484056115082,0.1548412165848503,31,1,16,0,0,1
0,83.83828189464738,0.4543901949364322,0.0558582159873116,31,2,16,0,0,1
0,63.75550413862032,0.8496918907779285,0.0418731033810075,31,3,28,0,0,1
0,281.0301461570641,0.7726815791754824,0.1262265095352912,31,4,49,0,0,1
0,370.4075671870097,0.7236858904178753,0.004593941736888,32,1,8,0,0,2
0,117.82585372657304,0.8562632443576386,0.1581625475119936,32,2,32,0,0,2
0,245.81195127462811,0.5671267084164274,0.1457639455561568,33,1,21,0,0,1
0,204.08964372744464,0.5334862798871571,0.0850650860502179,33,2,13,0,0,1
0,2.869527958450381,0.928678180240632,0.121568617115355,34,1,29,0,0,2
0,565.5501602143829,0.3366167544320637,0.1275647490301875,34,2,17,0,0,2
0,749.6356318269534,0.7486358692819854,0.0509739131552308,34,3,7,0,0,2
0,17.92643590886455,0.3779782559616642,0.032144508153803,35,1,31,0,0,1
0,74.27676324322879,0.6711779511600959,0.1754797070929095,35,2,38,0,0,1
0,272.9865395925014,0.5625467196649994,0.0687675337206232,36,1,45,0,0,2
0,425.3731030303419,0.7795639585380001,0.0519448771640049,36,2,45,0,0,2
0,94.22517584590778,0.735990552203095,0.0549787166127122,36,3,10,0,0,2
0,29.216792442709263,0.2255812514739451,0.0723475001798344,37,1,31,0,0,2
0,225.27805999064608,0.3191276715394677,0.1080318079348703,37,2,8,0,0,2
0,290.7205521637014,0.5637307039987782,0.1117207076269802,37,3,50,0,0,2
0,169.9557215131142,0.3464371254016136,0.1119637613793279,37,4,45,0,0,2
0,89.08710276880763,0.8873154588972583,0.1496313671699637,37,5,27,0,0,2
0,40.123329034942905,0.649155300205551,0.129105861381461,38,1,44,0,0,2
0,464.84929789989786,0.7456036078592412,0.0450878345073168,38,2,36,0,0,2
0,95.06601654893028,0.2930741660425195,0.0575090515860657,39,1,7,0,0,2
0,47.669995931165445,0.2121535614304831,0.0068337488591289,39,2,16,0,0,2
0,187.96629464728693,1.649575461354323,0.1463687032640407,40,1,43,0,0,2
0,30.711787152439175,0.5191375872675905,0.1242539123990349,40,2,14,0,0,2
0,43.03159083086085,0.8294302562198765,0.0460245765680435,40,3,38,0,0,2
0,84.32320602034756,0.638185882484037,0.0331126278326574,40,4,31,0,0,2
0,207.21095168586035,0.2732876930418152,0.0746689940267603,40,5,16,0,0,2
0,165.50883516985087,0.7083717255710666,0.0097568571242192,41,1,44,0,0,2
0,18.659444145434488,0.8884121949902382,0.0195770486190213,41,2,45,0,0,2
0,180.4624960820449,0.7805564931318549,0.0948244927115188,41,3,45,0,0,2
0,82.13405280954011,0.5639171331824702,0.0778193688324365,42,1,6,0,0,2
0,193.75760460920537,0.7663552599212882,0.1445309657045472,42,2,15,0,0,2
0,98.91603170265404,0.8522238626375562,0.0796629391204079,42,3,36,0,0,2
0,266.63887560184867,0.4570864650944009,0.0580731047624171,42,4,25,0,0,2
0,390.55886444789746,0.3485125276606243,0.1638637952780787,43,1,48,0,0,1
0,282.64843435442424,0.328986631286657,0.0718211230031427,43,2,35,0,0,1
0,31.288628693928946,0.6046448384745919,0.1955884968662045,44,1,7,0,0,2
0,194.8531458320209,0.4137854502546378,0.167525933029037,44,2,36,0,0,2
0,76.96951247773708,0.4016052989878355,0.047562604290989,44,3,49,0,0,2
0,153.9087795615322,0.307154654397267,0.1362044690821705,44,4,40,0,0,2
0,116.5077867935644,0.3993192024080497,0.0844739156367928,44,5,49,0,0,2
0,8.70841150346561,0.4788292418333774,0.1339239170533702,45,1,24,0,0,2
0,40.1392950900203,0.7423106613903627,0.1536970451488744,45,2,37,0,0,2
0,432.70249761840125,0.3287076728421122,0.1084105246902196,45,3,5,0,0,2
0,31.525316354525707,0.9118608713128268,0.0614317646630129,46,1,22,0,0,1
0,66.08526377386607,0.8637247989127761,0.0649597329863907,46,2,38,0,0,1
0,94.7056113968671,0.4636849651485393,0.1964143582552224,46,3,19,0,0,1
0,123.60264680564272,0.3492535793558232,0.0234396448598061,47,1,17,0,0,1
0,285.4341441256228,0.3577501018904641,0.1217565348004601,47,2,26,0,0,1
0,116.7911639436116,0.8363610254825169,0.1473296618556918,47,3,18,0,0,1
0,160.17035904353418,0.8742334882886014,0.1654255518335416,47,4,32,0,0,1
0,293.93034394594616,0.8905255307078688,0.0606593611891552,47,5,38,0,0,1
0,314.262349856639,0.9889830620805034,0.0059734378699041,48,1,49,0,0,1
0,810.4407877754109,0.3911663572240293,0.0284945586256706,48,2,34,0,0,1
0,537.138577053854,0.4628838114527618,0.1443128678998518,49,1,9,0,0,2
0,263.5536961172273,0.3672217567375864,0.1887132794277208,49,2,16,0,0,2
0,68.96852467592491,1.1731686706706048,0.0400811334291101,49,3,15,0,0,2
0,108.54300797391782,0.2688977251516777,0.1847272660854799,49,4,9,0,0,2
0,224.65797882165907,0.8366929203126159,0.1979014462830224,49,5,43,0,0,2
0,370.94427193467413,0.8066625866125754,0.1934203161127729,50,1,11,0,0,1
0,51.60091803241506,0.7121603554258555,0.0685542444835656,50,2,45,0,0,1
0,59.091351577936656,0.869622187027504,0.0755450240132489,51,1,9,0,0,1
0,81.3729905388203,0.31110581370359,0.0687557920846671,51,2,38,0,0,1
0,353.7111028913857,0.2924835925802047,0.0311305589259378,51,3,33,0,0,1
0,703.4419916629622,0.8745243416973771,0.1471487075004122,51,4,26,0,0,1
0,471.9374227233868,0.7210119064802545,0.0508819674781953,51,5,18,0,0,1
0,202.25351821600736,0.7918401477624866,0.1870074377936367,52,1,33,0,0,2
0,929.0328297575828,0.8551350892047862,0.1602866848527191,52,2,40,0,0,2
0,342.3199120051983,0.6124852267653715,0.1429714059239892,52,3,27,0,0,2
0,21.39428262222656,0.9448424199955392,0.1661112762799745,52,4,25,0,0,2
0,299.79883011875603,0.5445208180521874,0.0672047216717391,53,1,23,0,0,2
0,297.0796069523155,0.4873272458891526,0.1843687826515871,53,2,13,0,0,2
0,254.17539586833112,0.6331695364493487,0.0934411058030728,54,1,18,0,0,1
0,366.5529941276114,0.5021211497053601,0.059337613411455,54,2,40,0,0,1
0,159.75682428969273,0.754644189798199,0.1280226963234453,55,1,42,0,0,1
0,35.70327988042785,0.3790578596514299,0.1669727686223985,55,2,9,0,0,1
0,263.9375000164649,0.96413148624421,0.0485557308976948,55,3,42,0,0,1
0,166.0627298291882,0.789861247466044,0.0806856073461872,55,4,28,0,0,1
0,392.446926827436,0.4190859516790065,0.1624320596684523,55,5,7,0,0,1
0,103.03847615346702,0.978727482148826,0.0720838133128185,56,1,41,0,0,2
0,5.311771069186886,0.9642765586366976,0.0717320314453945,56,2,11,0,0,2
0,127.35444641792196,0.9961217809947108,0.0726646591998746,56,3,38,0,0,2
0,186.80655418914205,0.2201993377068147,0.1256760493508915,57,1,43,0,0,1
0,143.00711489422443,0.7120766341998153,0.1767474499975179,57,2,18,0,0,1
0,175.65601642152922,0.3422339769817271,0.1868942722318456,58,1,42,0,0,1
0,188.73298700487467,0.907789200799138,0.0947261384044196,58,2,7,0,0,1
0,59.22060242436431,0.2040993923096586,0.0675177209065147,58,3,21,0,0,1
0,286.3624931601273,0.2681560577909087,0.0174505048332618,58,4,18,0,0,1
0,101.00297331366984,0.8123530229555602,0.0826922322547835,58,5,27,0,0,1
0,126.07785235933612,0.4983409483290369,0.0863422391689207,59,1,26,0,0,2
0,272.8845958716045,0.4780727431770856,0.0406783404473994,59,2,24,0,0,2
0,76.50446842881979,0.9853665831599804,0.1779239664649263,59,3,39,0,0,2
0,372.67538825920064,0.9674520239063352,0.1148465109707509,59,4,26,0,0,2
0,163.85890847727694,1.2079581672453057,0.0485266679996394,60,1,36,0,0,2
0,8.187927902654522,0.312001244186664,0.1555455416266198,60,2,43,0,0,2
0,433.963848982484,0.2904711788244124,0.1516526601979687,60,3,24,0,0,2
0,271.9806488739004,0.7249404891526823,0.1020558231187992,61,1,12,0,0,1
0,262.84488738415484,0.3460093246257771,0.0606407686859791,61,2,15,0,0,1
0,224.52173637703507,0.4869320649933701,0.0407910117474662,61,3,37,0,0,1
0,105.22910520128806,0.4734332377561144,0.0563719068024242,61,4,47,0,0,1
0,277.5705836901603,0.2152050686517466,0.0391275264537391,61,5,18,0,0,1
0,95.07264875562636,0.8220459331776524,0.0188115956870955,62,1,18,0,0,1
0,134.87623323548584,0.7822882000019837,0.1188745418434688,62,2,18,0,0,1
0,195.95631674003752,1.724520192082449,0.0402028925838541,62,3,9,0,0,1
0,635.1774113971367,0.7658084934922118,0.1122275801342351,62,4,42,0,0,1
0,50.06748429883702,0.8124942536384425,0.1595289159487211,63,1,22,0,0,1
0,36.56653890716924,0.9366466577369452,0.1749179496117818,63,2,49,0,0,1
0,141.56422248077993,0.6573984034353859,0.1007914389904438,64,1,16,0,0,2
0,239.2288130553864,0.919467824373245,0.1696800753611443,64,2,13,0,0,2
0,12.031384009306786,0.3345019682130709,0.026886256637332,64,3,13,0,0,2
0,53.99868282062621,0.7291932449743699,0.1033348432766218,64,4,10,0,0,2
0,113.18253002480368,0.4869290790795031,0.0177795868207471,64,5,22,0,0,2
0,256.2893519377391,0.9560563963541676,0.1147291291150544,65,1,32,0,0,1
0,51.344004826972,0.2057642768411592,0.1669823922583037,65,2,18,0,0,1
0,230.2248755349856,0.3635789335261362,0.0042299966893072,65,3,34,0,0,1
0,55.85300441041081,0.5535641746043121,0.1853773517048867,66,1,39,0,0,1
0,84.04046533721379,0.423644459004659,0.1991572910860672,66,2,44,0,0,1
0,219.01933031167312,0.7255261729445972,0.1405574721380098,67,1,25,0,0,2
0,113.98199745024516,0.2866854710172111,0.1071874092489371,67,2,37,0,0,2
0,257.4137310042021,0.8078879663137071,0.1628363644092573,67,3,48,0,0,2
0,225.3443060619497,0.7048130581382304,0.0882025785332794,68,1,49,0,0,1
0,660.3323680315851,0.5798207846459142,0.1652507367084997,68,2,5,0,0,1
0,81.88010807776297,0.2591725957727949,0.133715592665357,68,3,23,0,0,1
0,285.01777746462807,0.7433147776600126,0.0671179904924738,69,1,34,0,0,2
0,295.4636633879247,0.8509688674242586,0.1451263638308358,69,2,40,0,0,2
0,517.9139232818916,0.3241361422455648,0.0870759501799467,69,3,14,0,0,2
0,26.26120210705585,0.2864425347082758,0.1057887510694297,70,1,24,0,0,2
0,268.1571713426022,0.7380563963916704,0.0102108595692687,70,2,18,0,0,2
0,249.89125165839727,0.7003598063815315,0.1312382227235875,71,1,41,0,0,2
0,280.33923383593134,0.2607503338204611,0.1122121337092075,71,2,5,0,0,2
0,520.124946232218,0.9575083996173084,0.1283919725727913,71,3,22,0,0,2
0,37.75536499162936,0.3751241543177003,0.0517558805605113,71,4,50,0,0,2
0,263.40363990996497,0.5122433023183768,0.174959681704632,71,5,32,0,0,2
0,261.2762743372034,1.3448028244985075,0.0419012798527569,72,1,28,0,0,1
0,133.89636546101812,0.8510060802435033,0.0457295034125566,72,2,33,0,0,1
0,401.8871872253461,0.7135513153260109,0.097058741712008,72,3,9,0,0,1
0,176.6950571955398,0.6153533618889211,0.0507807822149713,72,4,20,0,0,1
0,398.8343897821997,0.2937001126999358,0.0029750642369545,73,1,46,0,0,2
0,237.05838395843804,0.335040869657391,0.1596493144372834,73,2,11,0,0,2
0,103.19305302457197,0.5454154354515341,0.0739646359085547,73,3,38,0,0,2
0,423.898874230512,0.8820775359688673,0.0795502176606713,74,1,42,0,0,2
0,61.30688835387695,0.8424848817583694,0.0482377897745075,74,2,9,0,0,2
0,253.51545970711456,0.908021207914066,0.0429762832107895,74,3,45,0,0,2
0,30.04998818872874,0.8612629944668708,0.0527037581549602,74,4,21,0,0,2
0,209.09707734838983,0.3843371005644833,0.0355179709945829,74,5,14,0,0,2
0,200.22658571687813,0.7108778535954852,0.0560037337038819,75,1,32,0,0,2
0,92.17901984075787,0.9893844200872212,0.1085890467253089,75,2,43,0,0,2
0,148.6283002349349,0.3681272296834976,0.0115391316934769,75,3,37,0,0,2
0,599.9561957757819,0.9864610803721412,0.1377296576869064,75,4,41,0,0,2
0,145.17197613015895,0.8645295859724582,0.1059072879319022,76,1,43,0,0,2
0,190.5190399428617,0.5678340734617866,0.1607764630232358,76,2,22,0,0,2
0,100.36516124190692,0.5982411683008391,0.0897845145680352,76,3,23,0,0,2
0,274.1846990440723,0.540400246002573,0.0807547869732855,76,4,16,0,0,2
0,16.358814253406287,0.2680139948213884,0.1876748537154766,76,5,39,0,0,2
0,83.80094038792045,0.8032072311813947,0.0234631619049526,77,1,25,0,0,2
0,307.7487021604841,0.6312251758745158,0.0532073122533871,77,2,24,0,0,2
0,246.18748564847596,0.7088289241366261,0.0465738313843436,77,3,26,0,0,2
0,23.70193414999788,0.7536088200231605,0.196118054088436,77,4,29,0,0,2
0,284.05258377494204,0.7923789221036295,0.0490801230445449,78,1,18,0,0,1
0,140.51041508160958,0.4623685152303556,0.1806652500035633,78,2,8,0,0,1
0,185.7893776448078,0.6463784205819716,0.1679264467050764,78,3,45,0,0,1
0,13.677328466156071,0.6576483235010426,0.0970945333971846,79,1,5,0,0,1
0,288.9508159258379,0.5599659375814046,0.0758026132399417,79,2,50,0,0,1
0,194.58689465831864,0.5296831398459713,0.1011734066855421,79,3,19,0,0,1
0,240.99524885920292,0.3400241625627108,0.1895072174292456,80,1,20,0,0,1
0,253.61156476472215,0.3857432374101059,0.1883001319646683,80,2,17,0,0,1
0,149.15380672558135,0.5871215702398627,0.1257592024639986,80,3,14,0,0,1
0,50.471496055178285,0.4978665350697449,0.1405150508719163,81,1,38,0,0,1
0,131.2357824051677,0.2359895492252108,0.0566147083363347,81,2,46,0,0,1
0,580.7131124283985,0.973311590239322,0.1495340357293322,81,3,27,0,0,1
0,150.97138217702462,1.9809809075010183,0.1528709522021077,82,1,7,0,0,1
0,547.1827891968843,0.7235052396029791,0.13600864465415,82,2,19,0,0,1
0,173.159724909115,0.3083768344137095,0.1744250877783923,82,3,18,0,0,1
0,457.7317696592488,0.9031966243997124,0.0471055686216391,83,1,50,0,0,2
0,177.52289027684876,0.2737552841509967,0.1567485010878918,83,2,27,0,0,2
0,516.2780262640354,0.7719281042533814,0.1724065812001861,83,3,13,0,0,2
0,235.2944069319664,0.9852232096300068,0.0691465555824571,83,4,43,0,0,2
0,161.04310013601722,0.7654912035827472,0.1623771200854966,83,5,22,0,0,2
0,219.67873100843417,0.5769775755046305,0.1587585738403557,84,1,27,0,0,2
0,236.65680824475663,0.2849342530232415,0.1214014135651735,84,2,32,0,0,2
0,197.37673525523468,0.5919961404003097,0.0127615061720126,85,1,26,0,0,2
0,124.90434987474882,0.6291040787325308,0.1524713294853299,85,2,28,0,0,2
0,154.7371916042876,0.6168523759349656,0.0613130547274398,85,3,9,0,0,2
0,94.20349735381156,0.9228273958908704,0.0266612287206178,86,1,28,0,0,2
0,418.39097235886226,0.7271835968715303,0.1204581991619436,86,2,10,0,0,2
0,140.6068247740152,0.5776014126281581,0.1335663965519607,86,3,32,0,0,2
0,689.8010660402126,0.959206192792238,0.0964108478161216,86,4,24,0,0,2
0,273.7827166548573,1.3635437527590453,0.1190265803808545,86,5,47,0,0,2
0,237.3083621595141,0.5876060735378692,0.1089849431593385,87,1,14,0,0,1
0,630.876307852409,0.2231353207077266,0.1747265355960292,87,2,33,0,0,1
0,158.48172703248756,0.523754674214248,0.1796922692086607,87,3,30,0,0,1
0,238.5233780338665,0.9329518919482832,0.1173803679511811,87,4,17,0,0,1
0,93.60201847479274,1.6315773017214368,0.1792401766066361,87,5,22,0,0,1
0,262.63606426814533,0.2455115956091414,0.0840640100497352,88,1,7,0,0,2
0,11.286574237510909,0.3936485063094356,0.181758891945801,88,2,9,0,0,2
0,201.9905261931598,0.565817810954641,0.1754031323210936,88,3,48,0,0,2
0,171.01606185816124,0.7472679344374258,0.1669595894674319,88,4,23,0,0,2
0,238.3444030224782,0.657182798382016,0.0899247819693142,89,1,16,0,0,1
0,232.63191946830864,0.5209059724781719,0.1463943697131117,89,2,43,0,0,1
0,28.227213125174305,0.3775722709121671,0.0373240558628595,89,3,27,0,0,1
0,280.42042754962563,0.4824941427389465,0.0131995781092008,89,4,36,0,0,1
0,136.02914606815443,0.4781506033372305,0.0040159336752074,90,1,46,0,0,1
0,22.654553011567568,0.9028362941811569,0.0310665180143952,90,2,48,0,0,1
0,24.21687931874388,0.6639149427352622,0.1756808206305436,90,3,30,0,0,1
0,249.01416449414472,0.5460699315017924,0.1626428746860297,91,1,9,0,0,1
0,63.913010430301576,0.8304151466133682,0.0223167567455802,91,2,50,0,0,1
0,401.4726148548264,0.9566088907348372,0.1221865170962702,92,1,39,0,0,1
0,195.1049247315589,0.8628098522049958,0.1756558161717345,92,2,14,0,0,1
0,14.340340963771338,0.5770953936838246,0.1720681226351046,92,3,44,0,0,1
0,29.490498359351022,0.5077746722559203,0.1950714761455227,92,4,40,0,0,1
0,83.8323085673859,0.4165961131246928,0.1478523271116357,92,5,41,0,0,1
0,212.16420188698595,0.3307161079240004,0.1337237002021083,93,1,10,0,0,1
0,224.1535899434515,0.2980904230236771,0.140455666873237,93,2,47,0,0,1
0,37.219106023478425,0.3982775393348572,0.1880130050908251,93,3,36,0,0,1
0,14.301245385961176,0.6801973680663689,0.1445940361802088,93,4,16,0,0,1
0,56.47394795336251,0.8100718668631737,0.0664786069176826,94,1,13,0,0,1
0,333.5687534906477,0.2418764316498801,0.1541659947617382,94,2,13,0,0,1
0,80.12821235643274,0.5778180193149671,0.0061667584982294,95,1,30,0,0,1
0,241.63046114486144,0.9218018623607313,0.0162978281389576,95,2,6,0,0,1
0,66.46630991764187,0.7907375439810178,0.143793151695358,95,3,47,0,0,1
0,223.27388246460416,0.4435180520602187,0.0108983642902225,96,1,15,0,0,2
0,287.34653110253106,0.9964316975403836,0.1902336605223695,96,2,43,0,0,2
0,242.91262767403904,0.312784992725087,0.0394926478064401,96,3,38,0,0,2
0,63.59577335582799,0.8572472274884235,0.1185239074858345,96,4,43,0,0,2
0,578.8065077505083,0.4048154415094316,0.0247343839854087,97,1,35,0,0,1
0,27.45548617753188,0.494829280398273,0.049642549716971,97,2,50,0,0,1
0,935.9429980672668,0.2954848181931224,0.0403380664081675,97,3,5,0,0,1
0,117.75443907878874,0.2933088546852939,0.1510612525453776,97,4,11,0,0,1
0,247.5392145499666,0.24321536507408,0.1789114862746676,98,1,44,0,0,2
0,220.8006987009778,0.9880508788118813,0.1548311093304119,98,2,43,0,0,2
0,279.5568799205914,0.637210265157675,0.1052206964463806,98,3,39,0,0,2
0,200.04012343354705,1.3560288115284194,0.1875930151835225,99,1,46,0,0,2
0,9.53816780324088,1.9749619570861463,0.1635699033993014,99,2,43,0,0,2
0,21.043535253201615,0.473038710609245,0.017764846837157,99,3,49,0,0,2
0,611.995950351662,0.907390893847867,0.1562809291134728,99,4,35,0,0,2
0,182.2861961031529,0.8043003046938473,0.1837022599338421,100,1,27,0,0,2
0,129.14860806652467,0.7127965457726326,0.0544018860524269,100,2,17,0,0,2
0,563.005096548783,0.6424531707089638,0.0627563563951968,100,3,50,0,0,2
